ID,Result,Score,Moves,Completed
4973,Won,439,869,8
4974,Won,1031,277,8
4975,Won,-205,1513,8
4976,Won,1081,227,8
4977,Lost,488,113,1
4978,Lost,413,87,0
4979,Won,585,723,8
4980,Won,1071,237,8
4981,Won,385,923,8
4982,Lost,486,115,1
4983,Won,1079,229,8
4984,Lost,444,157,1
4985,Won,-9,1317,8
4986,Lost,417,83,0
4987,Lost,496,105,1
4988,Won,109,1199,8
4989,Lost,490,111,1
4990,Lost,490,111,1
4991,Won,197,1111,8
4992,Won,879,429,8
4993,Won,1049,259,8
4994,Won,1047,261,8
4995,Lost,413,87,0
4996,Won,1071,237,8
4997,Lost,668,135,3
4998,Won,371,937,8
4999,Won,153,1155,8
5000,Won,-527,1835,8
5001,Won,737,571,8
5002,Won,1083,225,8
5003,Won,-1451,2759,8
5004,Won,1071,237,8
5005,Won,983,325,8
5006,Lost,666,137,3
5007,Lost,535,167,2
5008,Lost,500,101,1
5009,Lost,660,143,3
5010,Lost,571,131,2
5011,Lost,569,133,2
5012,Lost,417,83,0
5013,Won,989,319,8
5014,Lost,656,147,3
5015,Won,-1471,2779,8
5016,Lost,92,1115,7
5017,Lost,515,187,2
5018,Won,1089,219,8
5019,Won,933,375,8
5020,Lost,496,105,1
5021,Lost,525,177,2
5022,Won,627,681,8
5023,Lost,492,109,1
5024,Lost,482,119,1
5025,Won,777,531,8
5026,Lost,737,167,4
5027,Lost,367,133,0
5028,Lost,984,223,7
5029,Lost,652,151,3
5030,Won,-723,2031,8
5031,Won,79,1229,8
5032,Lost,377,123,0
5033,Lost,487,215,2
5034,Won,383,925,8
5035,Won,1085,223,8
5036,Won,295,1013,8
5037,Won,297,1011,8
5038,Lost,593,109,2
5039,Lost,518,689,7
5040,Lost,624,179,3
5041,Lost,482,321,3
5042,Won,1083,225,8
5043,Lost,741,163,4
5044,Lost,521,181,2
5045,Lost,585,117,2
5046,Won,1061,247,8
5047,Won,1077,231,8
5048,Lost,-595,1701,6
5049,Won,1079,229,8
5050,Won,-49,1357,8
5051,Won,535,773,8
5052,Won,213,1095,8
5053,Won,187,1121,8
5054,Won,629,679,8
5055,Won,463,845,8
5056,Won,187,1121,8
5057,Lost,666,137,3
5058,Lost,496,105,1
5059,Lost,474,127,1
5060,Lost,-311,1417,6
5061,Won,233,1075,8
5062,Lost,646,157,3
5063,Won,1051,257,8
5064,Lost,409,91,0
5065,Lost,407,93,0
5066,Won,1073,235,8
5067,Lost,571,131,2
5068,Lost,709,195,4
5069,Lost,492,109,1
5070,Lost,484,117,1
5071,Lost,462,139,1
5072,Lost,585,117,2
5073,Won,1039,269,8
5074,Lost,375,125,0
5075,Won,835,473,8
5076,Lost,510,91,1
5077,Lost,401,99,0
5078,Won,1045,263,8
5079,Lost,662,141,3
5080,Lost,666,137,3
5081,Won,715,593,8
5082,Lost,498,103,1
5083,Won,925,383,8
5084,Lost,559,143,2
5085,Lost,488,113,1
5086,Won,67,1241,8
5087,Won,79,1229,8
5088,Lost,421,79,0
5089,Won,323,985,8
5090,Lost,555,147,2
5091,Won,1083,225,8
5092,Lost,685,219,4
5093,Lost,591,111,2
5094,Lost,691,213,4
5095,Won,931,377,8
5096,Lost,569,133,2
5097,Lost,472,129,1
5098,Won,1013,295,8
5099,Lost,551,151,2
5100,Lost,490,111,1
5101,Lost,498,103,1
5102,Won,817,491,8
5103,Won,1041,267,8
5104,Won,1021,287,8
5105,Lost,579,123,2
5106,Lost,638,165,3
5107,Won,1089,219,8
5108,Won,731,577,8
5109,Won,961,347,8
5110,Lost,606,197,3
5111,Won,451,857,8
5112,Won,143,1165,8
5113,Won,957,351,8
5114,Lost,470,131,1
5115,Won,209,1099,8
5116,Won,239,1069,8
5117,Lost,482,119,1
5118,Won,1003,305,8
5119,Lost,537,165,2
5120,Won,745,563,8
5121,Lost,618,185,3
5122,Won,105,1203,8
5123,Lost,-488,1695,7
5124,Won,981,327,8
5125,Lost,500,101,1
5126,Won,677,631,8
5127,Won,1077,231,8
5128,Lost,731,173,4
5129,Won,231,1077,8
5130,Won,-17,1325,8
5131,Won,-59,1367,8
5132,Lost,551,151,2
5133,Lost,480,121,1
5134,Lost,383,117,0
5135,Lost,567,135,2
5136,Won,-267,1575,8
5137,Won,649,659,8
5138,Lost,596,207,3
5139,Won,1057,251,8
5140,Lost,502,99,1
5141,Lost,400,403,3
5142,Lost,583,119,2
5143,Won,1067,241,8
5144,Won,369,939,8
5145,Lost,606,601,7
5146,Lost,593,109,2
5147,Lost,652,151,3
5148,Won,951,357,8
5149,Lost,650,153,3
5150,Won,1059,249,8
5151,Won,1069,239,8
5152,Lost,389,111,0
5153,Won,623,685,8
5154,Lost,427,73,0
5155,Won,991,317,8
5156,Lost,393,107,0
5157,Lost,508,93,1
5158,Won,1045,263,8
5159,Won,1037,271,8
5160,Lost,660,143,3
5161,Won,947,361,8
5162,Won,-85,1393,8
5163,Won,1037,271,8
5164,Won,-317,1625,8
5165,Won,-377,1685,8
5166,Won,1021,287,8
5167,Lost,565,137,2
5168,Won,73,1235,8
5169,Won,1063,245,8
5170,Lost,403,97,0
5171,Won,641,667,8
5172,Won,1095,213,8
5173,Lost,595,107,2
5174,Won,977,331,8
5175,Lost,460,141,1
5176,Won,1073,235,8
5177,Lost,658,145,3
5178,Lost,553,149,2
5179,Lost,405,95,0
5180,Lost,490,111,1
5181,Lost,561,141,2
5182,Won,1087,221,8
5183,Won,281,1027,8
5184,Won,927,381,8
5185,Won,497,811,8
5186,Lost,571,131,2
5187,Won,1061,247,8
5188,Lost,597,105,2
5189,Won,71,1237,8
5190,Won,879,429,8
5191,Lost,640,163,3
5192,Won,157,1151,8
5193,Lost,646,157,3
5194,Lost,785,321,6
5195,Won,1055,253,8
5196,Won,667,641,8
5197,Lost,462,139,1
5198,Lost,405,95,0
5199,Lost,557,145,2
5200,Won,999,309,8
5201,Won,951,357,8
5202,Lost,529,173,2
5203,Won,975,333,8
5204,Won,303,1005,8
5205,Won,-851,2159,8
5206,Won,397,911,8
5207,Won,947,361,8
5208,Won,1069,239,8
5209,Lost,749,155,4
5210,Won,805,503,8
5211,Won,891,417,8
5212,Lost,590,213,3
5213,Won,-119,1427,8
5214,Lost,470,131,1
5215,Won,-635,1943,8
5216,Won,461,847,8
5217,Won,1037,271,8
5218,Lost,409,91,0
5219,Lost,662,141,3
5220,Won,447,861,8
5221,Lost,476,125,1
5222,Lost,579,123,2
5223,Lost,365,135,0
5224,Lost,560,243,3
5225,Lost,495,207,2
5226,Won,739,569,8
5227,Lost,733,171,4
5228,Won,-431,1739,8
5229,Lost,648,155,3
5230,Lost,244,559,3
5231,Lost,557,145,2
5232,Won,1063,245,8
5233,Lost,444,157,1
5234,Won,667,641,8
5235,Lost,407,93,0
5236,Won,1073,235,8
5237,Lost,571,131,2
5238,Won,153,1155,8
5239,Won,517,791,8
5240,Won,919,389,8
5241,Lost,609,93,2
5242,Won,867,441,8
5243,Won,479,829,8
5244,Won,591,717,8
5245,Won,897,411,8
5246,Lost,650,153,3
5247,Lost,460,141,1
5248,Won,1037,271,8
5249,Won,985,323,8
5250,Won,835,473,8
5251,Won,1069,239,8
5252,Lost,118,1089,7
5253,Won,1093,215,8
5254,Lost,573,129,2
5255,Lost,522,685,7
5256,Lost,504,299,3
5257,Lost,668,135,3
5258,Won,1077,231,8
5259,Lost,561,141,2
5260,Lost,547,155,2
5261,Won,1047,261,8
5262,Lost,539,163,2
5263,Lost,702,101,3
5264,Lost,470,131,1
5265,Lost,731,173,4
5266,Won,591,717,8
5267,Lost,525,177,2
5268,Lost,391,109,0
5269,Lost,565,137,2
5270,Lost,656,147,3
5271,Lost,604,199,3
5272,Lost,488,113,1
5273,Lost,399,101,0
5274,Won,1057,251,8
5275,Lost,500,101,1
5276,Won,1055,253,8
5277,Won,175,1133,8
5278,Lost,433,67,0
5279,Won,889,419,8
5280,Won,1087,221,8
5281,Won,1045,263,8
5282,Lost,476,125,1
5283,Won,1059,249,8
5284,Won,921,387,8
5285,Lost,852,153,5
5286,Won,1035,273,8
5287,Lost,490,111,1
5288,Lost,583,119,2
5289,Won,567,741,8
5290,Lost,543,159,2
5291,Lost,488,113,1
5292,Won,773,535,8
5293,Won,1051,257,8
5294,Lost,593,109,2
5295,Won,561,747,8
5296,Won,971,337,8
5297,Lost,816,189,5
5298,Won,1075,233,8
5299,Lost,480,323,3
5300,Won,-91,1399,8
5301,Lost,771,133,4
5302,Won,479,829,8
5303,Lost,608,195,3
5304,Won,1041,267,8
5305,Won,1091,217,8
5306,Won,-371,1679,8
5307,Won,1055,253,8
5308,Won,137,1171,8
5309,Won,1081,227,8
5310,Won,1089,219,8
5311,Lost,371,129,0
5312,Lost,494,107,1
5313,Lost,421,79,0
5314,Won,509,799,8
5315,Won,809,499,8
5316,Lost,494,107,1
5317,Lost,602,201,3
5318,Lost,666,137,3
5319,Won,-433,1741,8
5320,Lost,664,139,3
5321,Lost,413,87,0
5322,Won,135,1173,8
5323,Lost,425,75,0
5324,Won,595,713,8
5325,Won,1045,263,8
5326,Won,1001,307,8
5327,Won,1081,227,8
5328,Won,733,575,8
5329,Lost,630,173,3
5330,Won,957,351,8
5331,Won,279,1029,8
5332,Lost,547,155,2
5333,Lost,264,943,7
5334,Lost,624,179,3
5335,Won,-421,1729,8
5336,Lost,349,151,0
5337,Lost,454,147,1
5338,Won,953,355,8
5339,Lost,506,95,1
5340,Won,669,639,8
5341,Won,1067,241,8
5342,Won,1075,233,8
5343,Won,1087,221,8
5344,Lost,626,177,3
5345,Won,1065,243,8
5346,Lost,435,65,0
5347,Won,561,747,8
5348,Won,1073,235,8
5349,Won,977,331,8
5350,Lost,618,185,3
5351,Won,1063,245,8
5352,Won,1025,283,8
5353,Lost,603,99,2
5354,Lost,393,107,0
5355,Lost,425,75,0
5356,Won,-327,1635,8
5357,Lost,733,171,4
5358,Lost,383,117,0
5359,Lost,407,93,0
5360,Lost,504,97,1
5361,Won,1037,271,8
5362,Lost,630,173,3
5363,Won,1081,227,8
5364,Lost,511,191,2
5365,Won,735,573,8
5366,Won,1061,247,8
5367,Lost,482,119,1
5368,Won,1061,247,8
5369,Lost,415,85,0
5370,Lost,373,127,0
5371,Lost,506,95,1
5372,Won,853,455,8
5373,Lost,563,139,2
5374,Won,129,1179,8
5375,Won,1061,247,8
5376,Lost,484,117,1
5377,Lost,684,119,3
5378,Won,419,889,8
5379,Lost,563,139,2
5380,Lost,543,159,2
5381,Lost,520,81,1
5382,Lost,942,265,7
5383,Lost,571,131,2
5384,Lost,555,147,2
5385,Won,1001,307,8
5386,Lost,711,193,4
5387,Lost,638,165,3
5388,Lost,393,107,0
5389,Won,707,601,8
5390,Won,1027,281,8
5391,Lost,565,137,2
5392,Lost,508,93,1
5393,Lost,486,115,1
5394,Lost,575,127,2
5395,Won,523,785,8
5396,Won,1083,225,8
5397,Won,459,849,8
5398,Won,497,811,8
5399,Lost,514,87,1
5400,Won,537,771,8
5401,Won,1019,289,8
5402,Won,1037,271,8
5403,Lost,636,167,3
5404,Won,103,1205,8
5405,Won,973,335,8
5406,Lost,444,157,1
5407,Lost,-62,1269,7
5408,Won,907,401,8
5409,Lost,555,147,2
5410,Lost,753,151,4
5411,Won,1061,247,8
5412,Won,275,1033,8
5413,Lost,500,101,1
5414,Lost,529,173,2
5415,Lost,502,99,1
5416,Lost,924,283,7
5417,Won,991,317,8
5418,Won,691,617,8
5419,Won,1097,211,8
5420,Won,549,759,8
5421,Lost,468,133,1
5422,Lost,506,95,1
5423,Lost,397,103,0
5424,Lost,531,171,2
5425,Won,575,733,8
5426,Won,597,711,8
5427,Lost,397,103,0
5428,Lost,498,103,1
5429,Won,365,943,8
5430,Won,1051,257,8
5431,Won,1069,239,8
5432,Lost,411,89,0
5433,Won,939,369,8
5434,Lost,413,87,0
5435,Won,593,715,8
5436,Lost,476,125,1
5437,Lost,551,151,2
5438,Lost,484,117,1
5439,Won,1069,239,8
5440,Won,631,677,8
5441,Lost,450,151,1
5442,Won,1093,215,8
5443,Lost,379,121,0
5444,Won,1067,241,8
5445,Lost,433,67,0
5446,Won,143,1165,8
5447,Lost,640,163,3
5448,Lost,567,135,2
5449,Lost,429,71,0
5450,Won,963,345,8
5451,Lost,660,143,3
5452,Lost,604,199,3
5453,Lost,660,143,3
5454,Won,211,1097,8
5455,Lost,502,705,7
5456,Lost,387,113,0
5457,Won,-405,1713,8
5458,Lost,474,127,1
5459,Won,1061,247,8
5460,Won,1091,217,8
5461,Won,513,795,8
5462,Lost,761,143,4
5463,Lost,666,137,3
5464,Lost,934,273,7
5465,Won,1067,241,8
5466,Lost,486,115,1
5467,Won,1081,227,8
5468,Won,1081,227,8
5469,Won,635,673,8
5470,Won,609,699,8
5471,Won,-219,1527,8
5472,Lost,571,131,2
5473,Lost,660,143,3
5474,Lost,393,107,0
5475,Lost,567,135,2
5476,Lost,731,173,4
5477,Lost,567,135,2
5478,Lost,136,1071,7
5479,Lost,579,123,2
5480,Won,767,541,8
5481,Lost,466,135,1
5482,Lost,648,155,3
5483,Won,1017,291,8
5484,Won,985,323,8
5485,Won,1095,213,8
5486,Won,1061,247,8
5487,Lost,399,101,0
5488,Lost,654,149,3
5489,Won,887,421,8
5490,Lost,579,123,2
5491,Won,421,887,8
5492,Won,645,663,8
5493,Lost,632,171,3
5494,Won,649,659,8
5495,Won,1085,223,8
5496,Lost,737,167,4
5497,Won,739,569,8
5498,Won,883,425,8
5499,Won,1071,237,8
5500,Won,145,1163,8
5501,Won,931,377,8
5502,Won,373,935,8
5503,Lost,529,173,2
5504,Won,765,543,8
5505,Lost,624,179,3
5506,Won,1065,243,8
5507,Lost,606,197,3
5508,Won,441,867,8
5509,Lost,737,167,4
5510,Lost,396,205,1
5511,Won,669,639,8
5512,Won,809,499,8
5513,Won,-349,1657,8
5514,Lost,679,225,4
5515,Won,225,1083,8
5516,Lost,486,115,1
5517,Won,925,383,8
5518,Won,1081,227,8
5519,Won,1039,269,8
5520,Lost,435,65,0
5521,Won,497,811,8
5522,Lost,504,97,1
5523,Won,639,669,8
5524,Won,809,499,8
5525,Lost,462,139,1
5526,Lost,492,109,1
5527,Won,727,581,8
5528,Won,995,313,8
5529,Lost,393,107,0
5530,Lost,500,101,1
5531,Lost,476,125,1
5532,Won,1027,281,8
5533,Lost,468,133,1
5534,Won,867,441,8
5535,Lost,409,91,0
5536,Lost,673,231,4
5537,Lost,547,155,2
5538,Won,465,843,8
5539,Won,733,575,8
5540,Lost,391,109,0
5541,Lost,474,127,1
5542,Lost,401,99,0
5543,Lost,419,81,0
5544,Lost,480,121,1
5545,Lost,406,195,1
5546,Lost,693,211,4
5547,Won,299,1009,8
5548,Won,1033,275,8
5549,Won,1077,231,8
5550,Lost,632,171,3
5551,Lost,848,157,5
5552,Won,527,781,8
5553,Lost,583,119,2
5554,Lost,486,115,1
5555,Won,315,993,8
5556,Won,189,1119,8
5557,Lost,642,161,3
5558,Won,1079,229,8
5559,Won,973,335,8
5560,Won,941,367,8
5561,Lost,492,109,1
5562,Lost,591,111,2
5563,Lost,500,101,1
5564,Lost,682,121,3
5565,Won,957,351,8
5566,Lost,557,145,2
5567,Won,697,611,8
5568,Lost,557,145,2
5569,Won,233,1075,8
5570,Won,701,607,8
5571,Lost,317,587,4
5572,Won,1057,251,8
5573,Lost,484,117,1
5574,Won,285,1023,8
5575,Won,831,477,8
5576,Lost,330,877,7
5577,Lost,715,189,4
5578,Lost,433,67,0
5579,Lost,624,179,3
5580,Lost,383,117,0
5581,Won,1065,243,8
5582,Lost,585,117,2
5583,Won,1049,259,8
5584,Won,407,901,8
5585,Won,797,511,8
5586,Lost,753,151,4
5587,Won,-203,1511,8
5588,Lost,387,113,0
5589,Lost,379,121,0
5590,Won,1061,247,8
5591,Won,377,931,8
5592,Lost,711,193,4
5593,Lost,735,169,4
5594,Lost,563,139,2
5595,Lost,482,119,1
5596,Lost,672,131,3
5597,Lost,522,79,1
5598,Won,403,905,8
5599,Lost,478,123,1
5600,Lost,563,139,2
5601,Lost,502,99,1
5602,Lost,591,111,2
5603,Won,815,493,8
5604,Lost,577,125,2
5605,Lost,540,61,1
5606,Won,1071,237,8
5607,Won,1019,289,8
5608,Won,-1689,2997,8
5609,Lost,431,69,0
5610,Won,-603,1911,8
5611,Won,1069,239,8
5612,Won,1059,249,8
5613,Lost,588,215,3
5614,Lost,482,119,1
5615,Lost,551,151,2
5616,Lost,533,169,2
5617,Lost,484,117,1
5618,Lost,573,129,2
5619,Lost,745,159,4
5620,Lost,573,129,2
5621,Won,23,1285,8
5622,Won,1079,229,8
5623,Lost,567,135,2
5624,Lost,494,107,1
5625,Won,855,453,8
5626,Lost,586,217,3
5627,Lost,563,139,2
5628,Won,-139,1447,8
5629,Lost,575,127,2
5630,Won,493,815,8
5631,Lost,498,103,1
5632,Lost,389,111,0
5633,Lost,589,113,2
5634,Lost,488,113,1
5635,Lost,514,87,1
5636,Lost,571,131,2
5637,Lost,496,105,1
5638,Won,655,653,8
5639,Won,529,779,8
5640,Lost,444,157,1
5641,Lost,579,123,2
5642,Lost,510,91,1
5643,Won,1087,221,8
5644,Lost,772,435,7
5645,Lost,506,95,1
5646,Won,1033,275,8
5647,Lost,486,115,1
5648,Won,787,521,8
5649,Won,601,707,8
5650,Won,269,1039,8
5651,Lost,435,65,0
5652,Won,705,603,8
5653,Lost,500,101,1
5654,Won,541,767,8
5655,Won,-753,2061,8
5656,Won,1009,299,8
5657,Won,957,351,8
5658,Lost,405,95,0
5659,Lost,520,81,1
5660,Lost,502,99,1
5661,Lost,516,85,1
5662,Won,89,1219,8
5663,Won,-1093,2401,8
5664,Lost,395,105,0
5665,Won,-3093,4401,8
5666,Won,1075,233,8
5667,Lost,735,169,4
5668,Won,1011,297,8
5669,Won,981,327,8
5670,Won,7,1301,8
5671,Won,1023,285,8
5672,Lost,431,69,0
5673,Won,1077,231,8
5674,Lost,440,161,1
5675,Won,253,1055,8
5676,Won,199,1109,8
5677,Lost,575,127,2
5678,Lost,657,247,4
5679,Won,531,777,8
5680,Lost,585,117,2
5681,Lost,577,125,2
5682,Lost,749,155,4
5683,Won,1047,261,8
5684,Lost,516,85,1
5685,Lost,480,121,1
5686,Won,309,999,8
5687,Lost,462,139,1
5688,Lost,644,159,3
5689,Won,741,567,8
5690,Lost,662,141,3
5691,Won,1039,269,8
5692,Won,811,497,8
5693,Lost,411,89,0
5694,Won,1059,249,8
5695,Won,1095,213,8
5696,Lost,387,113,0
5697,Won,507,801,8
5698,Lost,545,157,2
5699,Lost,474,127,1
5700,Lost,652,151,3
5701,Won,1083,225,8
5702,Won,1057,251,8
5703,Won,1045,263,8
5704,Lost,523,179,2
5705,Won,1085,223,8
5706,Won,-107,1415,8
5707,Won,-933,2241,8
5708,Won,569,739,8
5709,Lost,735,169,4
5710,Won,971,337,8
5711,Lost,715,189,4
5712,Lost,559,143,2
5713,Lost,399,101,0
5714,Won,967,341,8
5715,Won,1049,259,8
5716,Lost,751,153,4
5717,Won,303,1005,8
5718,Won,1051,257,8
5719,Lost,498,103,1
5720,Lost,431,69,0
5721,Won,1059,249,8
5722,Won,1033,275,8
5723,Won,1085,223,8
5724,Won,809,499,8
5725,Won,533,775,8
5726,Lost,498,103,1
5727,Lost,587,115,2
5728,Lost,585,117,2
5729,Won,1055,253,8
5730,Won,1081,227,8
5731,Lost,852,355,7
5732,Won,931,377,8
5733,Won,611,697,8
5734,Lost,654,149,3
5735,Won,379,929,8
5736,Lost,472,129,1
5737,Won,1093,215,8
5738,Lost,395,105,0
5739,Won,1071,237,8
5740,Lost,698,105,3
5741,Won,511,797,8
5742,Won,245,1063,8
5743,Won,1091,217,8
5744,Won,53,1255,8
5745,Lost,641,465,6
5746,Lost,510,91,1
5747,Won,-125,1433,8
5748,Won,385,923,8
5749,Won,975,333,8
5750,Won,619,689,8
5751,Won,1067,241,8
5752,Won,1071,237,8
5753,Lost,629,73,2
5754,Won,657,651,8
5755,Won,973,335,8
5756,Lost,902,305,7
5757,Won,43,1265,8
5758,Won,871,437,8
5759,Lost,522,281,3
5760,Lost,541,161,2
5761,Won,969,339,8
5762,Won,25,1283,8
5763,Lost,480,121,1
5764,Won,1075,233,8
5765,Won,361,947,8
5766,Won,-589,1897,8
5767,Won,919,389,8
5768,Lost,561,141,2
5769,Lost,624,179,3
5770,Lost,553,149,2
5771,Lost,369,131,0
5772,Lost,575,127,2
5773,Won,1101,207,8
5774,Lost,442,159,1
5775,Won,553,755,8
5776,Won,229,1079,8
5777,Won,1047,261,8
5778,Won,1089,219,8
5779,Lost,411,89,0
5780,Lost,796,209,5
5781,Lost,383,117,0
5782,Lost,498,103,1
5783,Lost,692,515,7
5784,Lost,367,133,0
5785,Lost,466,135,1
5786,Won,1031,277,8
5787,Lost,496,105,1
5788,Lost,471,231,2
5789,Lost,419,81,0
5790,Won,877,431,8
5791,Lost,482,119,1
5792,Won,1087,221,8
5793,Won,923,385,8
5794,Lost,496,105,1
5795,Won,639,669,8
5796,Won,327,981,8
5797,Lost,387,113,0
5798,Lost,480,121,1
5799,Won,1015,293,8
5800,Won,987,321,8
5801,Lost,409,91,0
5802,Won,969,339,8
5803,Lost,496,105,1
5804,Won,1051,257,8
5805,Won,845,463,8
5806,Lost,569,133,2
5807,Won,943,365,8
5808,Won,-311,1619,8
5809,Won,1057,251,8
5810,Lost,579,123,2
5811,Lost,468,133,1
5812,Won,1055,253,8
5813,Lost,640,163,3
5814,Lost,593,109,2
5815,Lost,500,101,1
5816,Won,529,779,8
5817,Lost,571,131,2
5818,Lost,57,645,2
5819,Lost,610,193,3
5820,Lost,589,113,2
5821,Lost,355,145,0
5822,Lost,595,107,2
5823,Lost,636,167,3
5824,Lost,648,155,3
5825,Won,891,417,8
5826,Won,1003,305,8
5827,Lost,389,111,0
5828,Lost,361,139,0
5829,Lost,502,99,1
5830,Won,1029,279,8
5831,Won,955,353,8
5832,Won,695,613,8
5833,Lost,541,161,2
5834,Won,363,945,8
5835,Won,1063,245,8
5836,Lost,466,135,1
5837,Lost,440,767,7
5838,Won,1005,303,8
5839,Lost,512,89,1
5840,Won,1085,223,8
5841,Lost,726,481,7
5842,Lost,419,81,0
5843,Lost,448,153,1
5844,Won,945,363,8
5845,Lost,579,123,2
5846,Lost,514,289,3
5847,Lost,478,123,1
5848,Won,455,853,8
5849,Lost,614,189,3
5850,Won,1087,221,8
5851,Lost,516,85,1
5852,Won,863,445,8
5853,Won,857,451,8
5854,Won,587,721,8
5855,Won,439,869,8
5856,Lost,585,117,2
5857,Lost,650,153,3
5858,Lost,553,149,2
5859,Lost,470,131,1
5860,Won,1067,241,8
5861,Won,367,941,8
5862,Won,1071,237,8
5863,Lost,579,123,2
5864,Lost,488,113,1
5865,Lost,662,141,3
5866,Lost,476,125,1
5867,Lost,721,183,4
5868,Won,1083,225,8
5869,Won,1097,211,8
5870,Lost,684,119,3
5871,Lost,577,125,2
5872,Lost,560,647,7
5873,Won,1077,231,8
5874,Won,1059,249,8
5875,Lost,431,69,0
5876,Lost,543,159,2
5877,Lost,569,133,2
5878,Won,1009,299,8
5879,Won,777,531,8
5880,Won,1051,257,8
5881,Lost,559,143,2
5882,Won,-797,2105,8
5883,Won,1007,301,8
5884,Lost,541,161,2
5885,Lost,721,183,4
5886,Lost,492,109,1
5887,Lost,407,93,0
5888,Lost,595,107,2
5889,Lost,478,123,1
5890,Lost,749,155,4
5891,Lost,510,91,1
5892,Won,1051,257,8
5893,Won,329,979,8
5894,Won,987,321,8
5895,Won,151,1157,8
5896,Won,389,919,8
5897,Lost,397,103,0
5898,Won,993,315,8
5899,Won,487,821,8
5900,Won,997,311,8
5901,Lost,611,91,2
5902,Lost,379,121,0
5903,Lost,656,147,3
5904,Lost,563,139,2
5905,Won,1061,247,8
5906,Won,511,797,8
5907,Lost,403,97,0
5908,Won,-301,1609,8
5909,Lost,632,171,3
5910,Won,949,359,8
5911,Won,627,681,8
5912,Lost,559,143,2
5913,Lost,-92,1299,7
5914,Lost,490,111,1
5915,Lost,680,123,3
5916,Lost,427,73,0
5917,Won,481,827,8
5918,Lost,401,99,0
5919,Won,705,603,8
5920,Won,61,1247,8
5921,Won,1071,237,8
5922,Lost,405,95,0
5923,Lost,739,165,4
5924,Won,1059,249,8
5925,Lost,573,129,2
5926,Won,123,1185,8
5927,Lost,456,145,1
5928,Won,977,331,8
5929,Lost,409,91,0
5930,Lost,194,1013,7
5931,Won,1067,241,8
5932,Lost,559,143,2
5933,Won,649,659,8
5934,Lost,399,101,0
5935,Lost,561,141,2
5936,Won,1071,237,8
5937,Won,1027,281,8
5938,Won,1033,275,8
5939,Lost,509,193,2
5940,Lost,509,193,2
5941,Lost,579,123,2
5942,Won,619,689,8
5943,Lost,533,169,2
5944,Won,1045,263,8
5945,Won,15,1293,8
5946,Lost,735,169,4
5947,Won,-221,1529,8
5948,Won,781,527,8
5949,Lost,808,197,5
5950,Lost,733,171,4
5951,Won,657,651,8
5952,Lost,672,131,3
5953,Lost,-990,2197,7
5954,Won,479,829,8
5955,Lost,587,115,2
5956,Lost,670,133,3
5957,Lost,666,137,3
5958,Lost,729,175,4
5959,Won,605,703,8
5960,Won,201,1107,8
5961,Won,349,959,8
5962,Lost,662,141,3
5963,Lost,405,95,0
5964,Lost,592,211,3
5965,Won,91,1217,8
5966,Won,753,555,8
5967,Won,483,825,8
5968,Lost,494,107,1
5969,Lost,508,93,1
5970,Lost,585,117,2
5971,Lost,696,107,3
5972,Won,611,697,8
5973,Won,1083,225,8
5974,Lost,713,191,4
5975,Lost,569,133,2
5976,Won,1089,219,8
5977,Lost,462,139,1
5978,Won,1075,233,8
5979,Lost,711,193,4
5980,Won,1027,281,8
5981,Lost,579,123,2
5982,Won,1075,233,8
5983,Won,317,991,8
5984,Lost,377,123,0
5985,Won,1077,231,8
5986,Won,371,937,8
5987,Lost,472,129,1
5988,Won,217,1091,8
5989,Won,1015,293,8
5990,Won,1063,245,8
5991,Lost,678,125,3
5992,Won,1077,231,8
5993,Lost,559,143,2
5994,Won,1061,247,8
5995,Lost,417,83,0
5996,Won,1031,277,8
5997,Won,457,851,8
5998,Lost,500,101,1
5999,Won,391,917,8
6000,Lost,482,119,1
6001,Lost,711,193,4
6002,Lost,496,105,1
6003,Lost,549,153,2
6004,Won,1049,259,8
6005,Won,297,1011,8
6006,Won,79,1229,8
6007,Won,201,1107,8
6008,Lost,624,179,3
6009,Lost,460,141,1
6010,Lost,405,95,0
6011,Won,3,1305,8
6012,Won,809,499,8
6013,Lost,389,111,0
6014,Lost,571,131,2
6015,Lost,496,105,1
6016,Lost,373,127,0
6017,Won,853,455,8
6018,Won,987,321,8
6019,Won,459,849,8
6020,Won,-275,1583,8
6021,Lost,405,95,0
6022,Lost,506,95,1
6023,Lost,369,131,0
6024,Lost,401,99,0
6025,Won,687,621,8
6026,Won,957,351,8
6027,Lost,488,113,1
6028,Won,1059,249,8
6029,Lost,656,147,3
6030,Won,995,313,8
6031,Lost,612,191,3
6032,Won,643,665,8
6033,Won,1033,275,8
6034,Lost,593,109,2
6035,Won,29,1279,8
6036,Won,1081,227,8
6037,Won,797,511,8
6038,Won,409,899,8
6039,Lost,395,105,0
6040,Lost,575,127,2
6041,Lost,468,133,1
6042,Lost,583,119,2
6043,Won,1073,235,8
6044,Won,793,515,8
6045,Won,79,1229,8
6046,Lost,667,237,4
6047,Lost,960,247,7
6048,Won,1055,253,8
6049,Won,1073,235,8
6050,Lost,502,99,1
6051,Lost,490,111,1
6052,Won,1081,227,8
6053,Won,171,1137,8
6054,Lost,482,119,1
6055,Lost,575,127,2
6056,Won,829,479,8
6057,Lost,472,129,1
6058,Lost,433,67,0
6059,Lost,-238,1445,7
6060,Lost,739,165,4
