ID,Result,Score,Moves,Completed
6061,Won,661,647,8
6062,Won,1015,293,8
6063,Lost,462,139,1
6064,Lost,725,179,4
6065,Lost,651,253,4
6066,Lost,703,201,4
6067,Lost,541,363,4
6068,Lost,626,177,3
6069,Won,589,719,8
6070,Lost,480,121,1
6071,Won,303,1005,8
6072,Lost,832,173,5
6073,Lost,492,109,1
6074,Lost,417,83,0
6075,Lost,759,145,4
6076,Won,933,375,8
6077,Lost,514,87,1
6078,Lost,-121,1227,6
6079,Won,109,1199,8
6080,Won,537,771,8
6081,Won,1079,229,8
6082,Lost,531,171,2
6083,Won,-917,2225,8
6084,Won,239,1069,8
6085,Lost,488,113,1
6086,Lost,660,143,3
6087,Won,891,417,8
6088,Won,-307,1615,8
6089,Lost,413,87,0
6090,Won,179,1129,8
6091,Won,-695,2003,8
6092,Lost,480,121,1
6093,Won,873,435,8
6094,Won,959,349,8
6095,Lost,393,107,0
6096,Lost,731,173,4
6097,Won,633,675,8
6098,Won,1051,257,8
6099,Lost,551,151,2
6100,Lost,494,107,1
6101,Lost,478,123,1
6102,Won,1075,233,8
6103,Won,1049,259,8
6104,Lost,484,117,1
6105,Lost,439,61,0
6106,Lost,409,91,0
6107,Lost,472,129,1
6108,Won,823,485,8
6109,Won,-1939,3247,8
6110,Won,337,971,8
6111,Lost,723,181,4
6112,Lost,472,129,1
6113,Won,499,809,8
6114,Lost,444,157,1
6115,Lost,506,95,1
6116,Lost,504,97,1
6117,Won,895,413,8
6118,Lost,383,117,0
6119,Lost,423,77,0
6120,Won,591,717,8
6121,Lost,675,229,4
6122,Lost,387,113,0
6123,Lost,482,119,1
6124,Won,1057,251,8
6125,Won,587,721,8
6126,Won,607,701,8
6127,Won,975,333,8
6128,Won,409,899,8
6129,Won,95,1213,8
6130,Won,-821,2129,8
6131,Lost,748,459,7
6132,Lost,650,153,3
6133,Won,387,921,8
6134,Lost,482,119,1
6135,Won,651,657,8
6136,Won,-99,1407,8
6137,Lost,484,117,1
6138,Lost,413,87,0
6139,Lost,466,135,1
6140,Won,1065,243,8
6141,Won,1049,259,8
6142,Lost,480,121,1
6143,Won,1067,241,8
6144,Won,589,719,8
6145,Lost,644,159,3
6146,Lost,662,141,3
6147,Lost,518,83,1
6148,Lost,656,147,3
6149,Lost,399,101,0
6150,Lost,593,109,2
6151,Lost,652,151,3
6152,Won,1053,255,8
6153,Won,205,1103,8
6154,Lost,502,99,1
6155,Lost,421,79,0
6156,Won,703,605,8
6157,Lost,468,133,1
6158,Lost,595,107,2
6159,Lost,470,131,1
6160,Lost,500,101,1
6161,Lost,678,125,3
6162,Lost,371,129,0
6163,Lost,650,153,3
6164,Lost,630,173,3
6165,Won,1095,213,8
6166,Won,1075,233,8
6167,Won,1043,265,8
6168,Won,-335,1643,8
6169,Lost,545,157,2
6170,Lost,437,63,0
6171,Won,1075,233,8
6172,Won,1041,267,8
6173,Lost,498,103,1
6174,Lost,411,89,0
6175,Won,661,647,8
6176,Lost,562,241,3
6177,Lost,425,75,0
6178,Won,1067,241,8
6179,Lost,586,217,3
6180,Won,613,695,8
6181,Won,1069,239,8
6182,Won,891,417,8
6183,Lost,936,271,7
6184,Won,323,985,8
6185,Won,221,1087,8
6186,Lost,557,145,2
6187,Won,477,831,8
6188,Won,961,347,8
6189,Lost,595,107,2
6190,Lost,490,111,1
6191,Lost,470,131,1
6192,Lost,470,131,1
6193,Lost,427,73,0
6194,Lost,494,107,1
6195,Lost,678,125,3
6196,Lost,974,233,7
6197,Won,395,913,8
6198,Lost,519,183,2
6199,Lost,399,101,0
6200,Won,707,601,8
6201,Won,979,329,8
6202,Won,699,609,8
6203,Lost,488,113,1
6204,Won,1001,307,8
6205,Lost,409,91,0
6206,Lost,642,161,3
6207,Won,913,395,8
6208,Lost,662,141,3
6209,Lost,569,133,2
6210,Won,1085,223,8
6211,Lost,535,167,2
6212,Lost,674,129,3
6213,Lost,702,101,3
6214,Won,699,609,8
6215,Lost,508,93,1
6216,Won,963,345,8
6217,Won,153,1155,8
6218,Lost,447,53,0
6219,Lost,472,129,1
6220,Lost,465,237,2
6221,Won,1049,259,8
6222,Lost,415,85,0
6223,Lost,419,283,2
6224,Won,473,835,8
6225,Won,1059,249,8
6226,Lost,557,145,2
6227,Won,611,697,8
6228,Lost,443,57,0
6229,Won,-3,1311,8
6230,Won,149,1159,8
6231,Won,1053,255,8
6232,Lost,484,117,1
6233,Lost,575,127,2
6234,Lost,415,85,0
6235,Lost,506,95,1
6236,Lost,460,141,1
6237,Lost,492,109,1
6238,Lost,539,163,2
6239,Lost,510,91,1
6240,Lost,664,139,3
6241,Lost,500,101,1
6242,Lost,419,81,0
6243,Lost,438,163,1
6244,Won,35,1273,8
6245,Won,385,923,8
6246,Lost,632,171,3
6247,Won,757,551,8
6248,Won,1061,247,8
6249,Won,483,825,8
6250,Lost,561,141,2
6251,Lost,672,131,3
6252,Lost,423,77,0
6253,Won,1071,237,8
6254,Lost,480,121,1
6255,Lost,658,145,3
6256,Lost,425,75,0
6257,Lost,409,91,0
6258,Lost,567,135,2
6259,Lost,425,75,0
6260,Won,1091,217,8
6261,Won,1071,237,8
6262,Lost,409,91,0
6263,Lost,593,109,2
6264,Won,395,913,8
6265,Lost,490,111,1
6266,Lost,634,169,3
6267,Lost,747,157,4
6268,Lost,838,167,5
6269,Won,1087,221,8
6270,Lost,502,99,1
6271,Lost,484,117,1
6272,Lost,597,105,2
6273,Lost,636,167,3
6274,Won,453,855,8
6275,Lost,417,83,0
6276,Won,405,903,8
6277,Won,753,555,8
6278,Won,1099,209,8
6279,Won,1049,259,8
6280,Won,727,581,8
6281,Won,1073,235,8
6282,Won,979,329,8
6283,Lost,395,105,0
6284,Lost,589,113,2
6285,Won,1045,263,8
6286,Won,359,949,8
6287,Lost,395,105,0
6288,Lost,646,157,3
6289,Won,1023,285,8
6290,Won,1071,237,8
6291,Lost,678,125,3
6292,Won,1053,255,8
6293,Lost,541,161,2
6294,Lost,650,153,3
6295,Lost,397,103,0
6296,Won,1045,263,8
6297,Lost,585,117,2
6298,Lost,543,159,2
6299,Won,795,513,8
6300,Won,1023,285,8
6301,Lost,492,109,1
6302,Lost,391,109,0
6303,Won,909,399,8
6304,Lost,717,187,4
6305,Won,35,1273,8
6306,Lost,-352,1155,3
6307,Won,1033,275,8
6308,Lost,569,133,2
6309,Lost,565,137,2
6310,Lost,500,101,1
6311,Lost,573,129,2
6312,Lost,496,105,1
6313,Won,843,465,8
6314,Won,873,435,8
6315,Lost,630,173,3
6316,Lost,605,97,2
6317,Lost,579,123,2
6318,Lost,638,165,3
6319,Lost,642,161,3
6320,Won,1017,291,8
6321,Lost,660,143,3
6322,Won,133,1175,8
6323,Won,1077,231,8
6324,Won,557,751,8
6325,Lost,357,143,0
6326,Won,303,1005,8
6327,Won,999,309,8
6328,Won,761,547,8
6329,Lost,660,143,3
6330,Lost,577,125,2
6331,Lost,486,115,1
6332,Lost,518,83,1
6333,Lost,486,115,1
6334,Lost,555,147,2
6335,Lost,551,151,2
6336,Won,1031,277,8
6337,Won,1071,237,8
6338,Lost,729,175,4
6339,Won,935,373,8
6340,Lost,504,97,1
6341,Lost,652,151,3
6342,Lost,401,99,0
6343,Won,385,923,8
6344,Lost,484,117,1
6345,Won,1047,261,8
6346,Lost,650,153,3
6347,Won,1043,265,8
6348,Lost,691,213,4
6349,Won,555,753,8
6350,Won,875,433,8
6351,Lost,506,95,1
6352,Won,941,367,8
6353,Lost,666,137,3
6354,Won,907,401,8
6355,Won,1035,273,8
6356,Lost,547,155,2
6357,Won,-215,1523,8
6358,Won,1091,217,8
6359,Won,735,573,8
6360,Lost,648,155,3
6361,Lost,644,159,3
6362,Lost,553,149,2
6363,Lost,482,119,1
6364,Won,1053,255,8
6365,Won,1077,231,8
6366,Lost,561,141,2
6367,Lost,508,93,1
6368,Lost,456,145,1
6369,Lost,658,145,3
6370,Won,1063,245,8
6371,Won,1019,289,8
6372,Lost,549,153,2
6373,Lost,632,171,3
6374,Won,905,403,8
6375,Lost,585,117,2
6376,Won,983,325,8
6377,Won,411,897,8
6378,Won,579,729,8
6379,Lost,450,151,1
6380,Won,215,1093,8
6381,Lost,567,135,2
6382,Won,1061,247,8
6383,Lost,385,115,0
6384,Won,-137,1445,8
6385,Won,1005,303,8
6386,Lost,571,131,2
6387,Lost,492,109,1
6388,Lost,601,101,2
6389,Won,-1285,2593,8
6390,Lost,490,111,1
6391,Lost,545,157,2
6392,Lost,946,261,7
6393,Lost,442,159,1
6394,Lost,407,93,0
6395,Lost,656,147,3
6396,Won,1037,271,8
6397,Lost,-90,1297,7
6398,Lost,575,127,2
6399,Won,1013,295,8
6400,Lost,583,119,2
6401,Won,1065,243,8
6402,Lost,409,91,0
6403,Won,205,1103,8
6404,Won,455,853,8
6405,Won,993,315,8
6406,Won,1043,265,8
6407,Lost,632,171,3
6408,Lost,618,185,3
6409,Lost,561,141,2
6410,Won,979,329,8
6411,Won,1045,263,8
6412,Lost,575,127,2
6413,Lost,421,79,0
6414,Won,1003,305,8
6415,Won,1103,205,8
6416,Won,1017,291,8
6417,Won,661,647,8
6418,Lost,504,97,1
6419,Won,1073,235,8
6420,Won,257,1051,8
6421,Won,31,1277,8
6422,Lost,522,79,1
6423,Won,723,585,8
6424,Won,1045,263,8
6425,Lost,397,103,0
6426,Lost,403,97,0
6427,Lost,476,125,1
6428,Lost,547,155,2
6429,Won,779,529,8
6430,Won,1009,299,8
6431,Lost,553,149,2
6432,Lost,593,109,2
6433,Lost,512,89,1
6434,Lost,468,133,1
6435,Won,341,967,8
6436,Won,-167,1475,8
6437,Won,907,401,8
6438,Lost,575,127,2
6439,Won,919,389,8
6440,Won,799,509,8
6441,Lost,587,115,2
6442,Won,1085,223,8
6443,Won,747,561,8
6444,Won,139,1169,8
6445,Lost,484,117,1
6446,Won,643,665,8
6447,Won,953,355,8
6448,Won,1037,271,8
6449,Won,1081,227,8
6450,Lost,662,141,3
6451,Won,1095,213,8
6452,Lost,480,121,1
6453,Won,759,549,8
6454,Won,329,979,8
6455,Won,-115,1423,8
6456,Lost,434,167,1
6457,Lost,664,139,3
6458,Won,1051,257,8
6459,Lost,608,195,3
6460,Lost,563,139,2
6461,Won,975,333,8
6462,Won,-619,1927,8
6463,Lost,656,147,3
6464,Won,933,375,8
6465,Won,1011,297,8
6466,Lost,494,107,1
6467,Won,1093,215,8
6468,Lost,603,99,2
6469,Lost,-78,1285,7
6470,Lost,755,149,4
6471,Lost,581,121,2
6472,Won,1079,229,8
6473,Won,777,531,8
6474,Won,679,629,8
6475,Won,487,821,8
6476,Won,639,669,8
6477,Won,-95,1403,8
6478,Lost,589,113,2
6479,Won,89,1219,8
6480,Lost,506,95,1
6481,Lost,450,151,1
6482,Won,1045,263,8
6483,Lost,648,155,3
6484,Lost,456,145,1
6485,Lost,421,79,0
6486,Lost,-10,1217,7
6487,Lost,660,143,3
6488,Won,141,1167,8
6489,Won,521,787,8
6490,Won,963,345,8
6491,Lost,579,123,2
6492,Lost,525,177,2
6493,Lost,593,109,2
6494,Lost,573,129,2
6495,Lost,588,215,3
6496,Won,1075,233,8
6497,Lost,585,117,2
6498,Won,1079,229,8
6499,Lost,391,109,0
6500,Won,891,417,8
6501,Lost,488,113,1
6502,Won,741,567,8
6503,Won,673,635,8
6504,Lost,383,117,0
6505,Won,999,309,8
6506,Lost,482,119,1
6507,Lost,561,141,2
6508,Won,923,385,8
6509,Won,721,587,8
6510,Won,1095,213,8
6511,Won,515,793,8
6512,Lost,652,151,3
6513,Won,-285,1593,8
6514,Won,703,605,8
6515,Won,1051,257,8
6516,Won,923,385,8
6517,Won,823,485,8
6518,Won,927,381,8
6519,Lost,555,147,2
6520,Lost,476,125,1
6521,Lost,366,235,1
6522,Lost,484,117,1
6523,Lost,648,155,3
6524,Lost,431,69,0
6525,Won,-181,1489,8
6526,Won,427,881,8
6527,Won,1015,293,8
6528,Won,1079,229,8
6529,Lost,479,223,2
6530,Won,-853,2161,8
6531,Won,1057,251,8
6532,Won,1087,221,8
6533,Won,1033,275,8
6534,Won,1083,225,8
6535,Won,355,953,8
6536,Lost,401,99,0
6537,Lost,407,93,0
6538,Won,207,1101,8
6539,Won,943,365,8
6540,Lost,512,89,1
6541,Lost,417,83,0
6542,Won,573,735,8
6543,Lost,525,177,2
6544,Lost,557,145,2
6545,Lost,482,119,1
6546,Won,493,815,8
6547,Lost,674,129,3
6548,Won,-281,1589,8
6549,Lost,498,103,1
6550,Won,-917,2225,8
6551,Won,1069,239,8
6552,Lost,488,113,1
6553,Lost,595,107,2
6554,Lost,565,137,2
6555,Won,545,763,8
6556,Lost,678,125,3
6557,Won,533,775,8
6558,Lost,668,135,3
6559,Lost,500,101,1
6560,Lost,553,149,2
6561,Won,941,367,8
6562,Won,513,795,8
6563,Lost,496,105,1
6564,Lost,545,157,2
6565,Won,-2491,3799,8
6566,Won,1039,269,8
6567,Won,567,741,8
6568,Won,725,583,8
6569,Lost,565,137,2
6570,Lost,553,149,2
6571,Lost,500,101,1
6572,Won,99,1209,8
6573,Lost,737,167,4
6574,Won,1035,273,8
6575,Won,1089,219,8
6576,Lost,353,147,0
6577,Lost,466,135,1
6578,Won,977,331,8
6579,Lost,504,97,1
6580,Won,409,899,8
6581,Won,783,525,8
6582,Won,-411,1719,8
6583,Lost,658,145,3
6584,Lost,462,139,1
6585,Won,763,545,8
6586,Won,261,1047,8
6587,Lost,445,55,0
6588,Lost,668,135,3
6589,Lost,510,293,3
6590,Lost,603,99,2
6591,Won,691,617,8
6592,Lost,403,97,0
6593,Lost,385,115,0
6594,Won,1021,287,8
6595,Lost,614,189,3
6596,Won,-127,1435,8
6597,Lost,403,97,0
6598,Won,-33,1341,8
6599,Won,1075,233,8
6600,Won,167,1141,8
6601,Lost,504,97,1
6602,Lost,431,69,0
6603,Lost,565,137,2
6604,Lost,496,105,1
6605,Won,-1091,2399,8
6606,Lost,482,119,1
6607,Won,1031,277,8
6608,Lost,423,77,0
6609,Lost,537,165,2
6610,Won,1071,237,8
6611,Lost,506,95,1
6612,Lost,577,125,2
6613,Won,1075,233,8
6614,Lost,494,107,1
6615,Won,525,783,8
6616,Lost,468,133,1
6617,Won,-95,1403,8
6618,Won,1041,267,8
6619,Lost,541,161,2
6620,Won,851,457,8
6621,Won,-973,2281,8
6622,Won,967,341,8
6623,Lost,506,95,1
6624,Lost,498,103,1
6625,Won,1081,227,8
6626,Won,911,397,8
6627,Lost,381,119,0
6628,Lost,543,159,2
6629,Won,1065,243,8
6630,Lost,488,113,1
6631,Lost,640,163,3
6632,Won,1095,213,8
6633,Won,451,857,8
6634,Lost,711,193,4
6635,Won,461,847,8
6636,Won,585,723,8
6637,Won,-23,1331,8
6638,Lost,595,107,2
6639,Won,291,1017,8
6640,Lost,484,117,1
6641,Lost,610,193,3
6642,Won,-107,1415,8
6643,Won,7,1301,8
6644,Won,883,425,8
6645,Won,1059,249,8
6646,Lost,561,141,2
6647,Lost,462,139,1
6648,Won,1069,239,8
6649,Lost,640,163,3
6650,Won,305,1003,8
6651,Lost,506,95,1
6652,Lost,567,135,2
6653,Lost,504,97,1
6654,Lost,516,85,1
6655,Won,943,365,8
6656,Lost,415,85,0
6657,Won,915,393,8
6658,Won,413,895,8
6659,Lost,525,177,2
6660,Won,627,681,8
6661,Lost,498,103,1
6662,Lost,537,165,2
6663,Won,1063,245,8
6664,Lost,658,145,3
6665,Lost,413,87,0
6666,Lost,610,193,3
6667,Won,757,551,8
6668,Lost,662,141,3
6669,Won,955,353,8
6670,Won,1053,255,8
6671,Lost,565,137,2
6672,Won,955,353,8
6673,Won,189,1119,8
6674,Won,501,807,8
6675,Won,395,913,8
6676,Lost,569,133,2
6677,Lost,656,147,3
6678,Won,981,327,8
6679,Lost,471,231,2
6680,Lost,725,179,4
6681,Lost,662,141,3
6682,Won,-533,1841,8
6683,Won,473,835,8
6684,Won,-871,2179,8
6685,Lost,429,71,0
6686,Lost,417,83,0
6687,Lost,512,89,1
6688,Won,1091,217,8
6689,Lost,401,99,0
6690,Lost,561,141,2
6691,Won,1081,227,8
6692,Won,1027,281,8
6693,Won,617,691,8
6694,Lost,747,157,4
6695,Won,501,807,8
6696,Won,679,629,8
6697,Lost,409,91,0
6698,Won,645,663,8
6699,Lost,407,93,0
6700,Lost,381,119,0
6701,Lost,660,143,3
6702,Lost,707,197,4
6703,Won,449,859,8
6704,Won,479,829,8
6705,Won,-369,1677,8
6706,Won,869,439,8
6707,Won,1063,245,8
6708,Lost,484,319,3
6709,Won,973,335,8
6710,Lost,737,167,4
6711,Won,1037,271,8
6712,Lost,498,103,1
6713,Won,1077,231,8
6714,Won,1009,299,8
6715,Lost,419,81,0
6716,Lost,405,95,0
6717,Won,543,765,8
6718,Won,1077,231,8
6719,Won,1013,295,8
6720,Lost,417,83,0
6721,Lost,587,115,2
6722,Lost,397,103,0
6723,Won,479,829,8
6724,Won,9,1299,8
6725,Won,1073,235,8
6726,Won,1055,253,8
6727,Won,895,413,8
6728,Lost,648,155,3
6729,Won,1071,237,8
6730,Won,1089,219,8
6731,Won,733,575,8
6732,Won,1087,221,8
6733,Lost,534,269,3
6734,Lost,492,109,1
6735,Lost,569,133,2
6736,Lost,449,253,2
6737,Won,1083,225,8
6738,Won,199,1109,8
6739,Won,885,423,8
6740,Lost,609,93,2
6741,Lost,619,83,2
6742,Lost,575,127,2
6743,Won,429,879,8
6744,Lost,514,87,1
6745,Lost,674,129,3
6746,Won,1091,217,8
6747,Lost,351,149,0
6748,Won,965,343,8
6749,Won,789,519,8
6750,Lost,298,909,7
6751,Lost,427,73,0
6752,Lost,676,127,3
6753,Lost,699,205,4
6754,Lost,577,125,2
6755,Lost,632,171,3
6756,Won,1085,223,8
6757,Won,39,1269,8
6758,Won,1081,227,8
6759,Lost,399,101,0
6760,Lost,405,95,0
6761,Won,477,831,8
6762,Lost,339,161,0
6763,Lost,525,177,2
6764,Lost,610,193,3
6765,Lost,393,107,0
6766,Lost,638,165,3
6767,Lost,486,115,1
6768,Lost,648,155,3
6769,Lost,452,149,1
6770,Won,1007,301,8
6771,Lost,575,127,2
6772,Lost,918,289,7
6773,Won,1051,257,8
6774,Lost,488,719,7
6775,Lost,504,97,1
6776,Lost,614,189,3
6777,Won,1031,277,8
6778,Won,1087,221,8
6779,Lost,679,225,4
6780,Lost,445,55,0
6781,Lost,-389,1495,6
6782,Won,265,1043,8
6783,Lost,587,115,2
6784,Lost,399,101,0
6785,Lost,856,351,7
6786,Lost,546,257,3
6787,Won,927,381,8
6788,Won,43,1265,8
6789,Lost,393,107,0
6790,Won,589,719,8
6791,Won,1087,221,8
6792,Won,1079,229,8
6793,Lost,632,575,7
6794,Won,641,667,8
6795,Lost,486,115,1
6796,Won,1053,255,8
6797,Won,-143,1451,8
6798,Won,1033,275,8
6799,Lost,383,117,0
6800,Won,533,775,8
6801,Lost,711,193,4
6802,Won,433,875,8
6803,Lost,454,147,1
6804,Lost,616,187,3
6805,Won,559,749,8
6806,Lost,587,115,2
6807,Won,589,719,8
6808,Won,673,635,8
6809,Won,885,423,8
6810,Lost,575,127,2
6811,Won,855,453,8
6812,Won,879,429,8
6813,Won,957,351,8
6814,Lost,812,193,5
6815,Won,1059,249,8
6816,Won,367,941,8
6817,Lost,516,85,1
6818,Won,577,731,8
6819,Won,-345,1653,8
6820,Lost,620,183,3
6821,Won,-1,1309,8
6822,Won,1063,245,8
6823,Lost,567,135,2
6824,Lost,569,133,2
6825,Lost,626,177,3
6826,Won,647,661,8
6827,Won,711,597,8
6828,Lost,413,87,0
6829,Lost,600,607,7
6830,Won,81,1227,8
6831,Lost,414,187,1
6832,Lost,531,171,2
6833,Lost,890,317,7
6834,Lost,614,189,3
6835,Won,1103,205,8
6836,Won,1049,259,8
6837,Lost,385,115,0
6838,Lost,504,299,3
6839,Won,921,387,8
6840,Won,725,583,8
6841,Won,955,353,8
6842,Lost,652,151,3
6843,Lost,498,103,1
6844,Lost,826,179,5
6845,Lost,454,147,1
6846,Lost,692,111,3
6847,Won,291,1017,8
6848,Won,1035,273,8
6849,Lost,482,119,1
6850,Lost,472,129,1
6851,Lost,458,143,1
6852,Won,1083,225,8
6853,Won,1045,263,8
6854,Won,37,1271,8
6855,Lost,559,143,2
6856,Lost,399,101,0
6857,Won,1093,215,8
6858,Lost,664,139,3
6859,Won,785,523,8
6860,Lost,549,153,2
6861,Won,945,363,8
6862,Won,443,865,8
6863,Lost,494,107,1
6864,Won,1091,217,8
6865,Won,541,767,8
6866,Won,985,323,8
6867,Won,1077,231,8
6868,Won,641,667,8
6869,Won,1063,245,8
6870,Won,995,313,8
6871,Lost,488,113,1
6872,Won,565,743,8
6873,Won,519,789,8
6874,Lost,644,159,3
6875,Lost,739,165,4
6876,Lost,565,137,2
6877,Lost,616,187,3
6878,Lost,642,161,3
6879,Lost,527,175,2
6880,Lost,642,161,3
6881,Lost,587,115,2
6882,Lost,571,131,2
6883,Won,-929,2237,8
6884,Won,499,809,8
6885,Lost,814,191,5
6886,Lost,648,155,3
6887,Lost,569,133,2
6888,Won,1033,275,8
6889,Lost,665,239,4
6890,Won,137,1171,8
6891,Lost,610,193,3
6892,Won,201,1107,8
6893,Won,495,813,8
6894,Lost,642,161,3
6895,Lost,492,109,1
6896,Lost,952,255,7
6897,Won,219,1089,8
6898,Lost,490,111,1
6899,Won,529,779,8
6900,Lost,486,115,1
6901,Won,1009,299,8
6902,Won,1077,231,8
6903,Won,281,1027,8
6904,Won,295,1013,8
6905,Won,-83,1391,8
6906,Won,1017,291,8
6907,Won,273,1035,8
6908,Won,1045,263,8
6909,Lost,474,127,1
6910,Lost,202,1005,7
6911,Lost,644,159,3
6912,Lost,391,109,0
6913,Won,1075,233,8
6914,Lost,563,139,2
6915,Won,841,467,8
6916,Lost,464,137,1
6917,Lost,383,117,0
6918,Lost,656,147,3
6919,Lost,555,147,2
6920,Won,627,681,8
6921,Lost,559,143,2
6922,Won,983,325,8
6923,Won,1083,225,8
6924,Lost,395,105,0
6925,Won,557,751,8
6926,Lost,478,123,1
6927,Won,-55,1363,8
6928,Won,-43,1351,8
6929,Won,-95,1403,8
6930,Lost,668,135,3
6931,Won,1063,245,8
6932,Lost,559,143,2
6933,Won,591,717,8
6934,Won,1019,289,8
6935,Lost,592,211,3
6936,Won,767,541,8
6937,Won,1067,241,8
6938,Lost,480,121,1
6939,Lost,563,139,2
6940,Lost,610,193,3
6941,Won,1059,249,8
6942,Won,605,703,8
6943,Won,1063,245,8
6944,Won,101,1207,8
6945,Lost,539,163,2
6946,Won,361,947,8
6947,Lost,647,257,4
6948,Won,701,607,8
6949,Won,1101,207,8
6950,Won,1081,227,8
6951,Won,107,1201,8
6952,Lost,938,269,7
6953,Lost,397,103,0
6954,Lost,559,143,2
6955,Won,999,309,8
6956,Lost,676,127,3
6957,Won,909,399,8
6958,Lost,-932,2139,7
6959,Lost,460,141,1
6960,Won,463,845,8
6961,Lost,595,107,2
6962,Won,1071,237,8
6963,Won,931,377,8
6964,Lost,464,137,1
6965,Lost,682,121,3
6966,Won,219,1089,8
6967,Won,671,637,8
6968,Lost,638,165,3
6969,Lost,407,93,0
6970,Won,699,609,8
6971,Lost,583,119,2
6972,Won,189,1119,8
6973,Won,509,799,8
6974,Lost,496,105,1
6975,Lost,482,119,1
6976,Lost,668,135,3
6977,Lost,618,185,3
6978,Lost,670,133,3
6979,Lost,510,91,1
6980,Won,727,581,8
6981,Lost,381,119,0
6982,Won,223,1085,8
6983,Lost,658,145,3
6984,Won,423,885,8
6985,Won,1023,285,8
6986,Won,801,507,8
6987,Won,719,589,8
6988,Lost,595,107,2
6989,Lost,448,153,1
6990,Lost,577,125,2
6991,Lost,573,129,2
6992,Won,775,533,8
6993,Lost,413,87,0
6994,Lost,454,147,1
6995,Won,1065,243,8
6996,Lost,735,169,4
6997,Lost,500,101,1
6998,Won,123,1185,8
6999,Lost,446,155,1
7000,Won,1081,227,8
7001,Won,1043,265,8
7002,Lost,543,159,2
7003,Won,617,691,8
7004,Lost,470,131,1
7005,Won,997,311,8
7006,Won,791,517,8
7007,Won,153,1155,8
7008,Won,81,1227,8
7009,Won,507,801,8
7010,Won,433,875,8
7011,Lost,472,129,1
7012,Lost,747,157,4
7013,Won,329,979,8
7014,Lost,572,231,3
7015,Won,1065,243,8
7016,Lost,573,129,2
7017,Lost,443,57,0
7018,Lost,498,103,1
7019,Won,787,521,8
7020,Won,55,1253,8
7021,Lost,650,153,3
7022,Lost,581,121,2
7023,Won,1041,267,8
7024,Lost,537,165,2
7025,Won,1023,285,8
7026,Won,-65,1373,8
7027,Lost,541,161,2
7028,Won,337,971,8
7029,Won,1003,305,8
7030,Won,1017,291,8
7031,Lost,597,105,2
7032,Lost,496,105,1
7033,Won,1069,239,8
7034,Won,775,533,8
7035,Lost,462,139,1
7036,Won,1067,241,8
7037,Lost,622,181,3
7038,Won,1077,231,8
7039,Won,993,315,8
7040,Lost,569,133,2
7041,Lost,684,119,3
7042,Lost,601,101,2
7043,Lost,642,161,3
7044,Won,1017,291,8
7045,Lost,369,131,0
7046,Lost,545,157,2
7047,Lost,577,125,2
7048,Won,353,955,8
7049,Lost,545,157,2
7050,Won,1029,279,8
7051,Lost,464,137,1
7052,Won,965,343,8
7053,Lost,478,123,1
7054,Lost,577,125,2
7055,Won,949,359,8
7056,Won,729,579,8
7057,Won,1077,231,8
7058,Won,1027,281,8
7059,Lost,539,163,2
7060,Won,-49,1357,8
7061,Lost,486,115,1
7062,Lost,391,109,0
7063,Won,751,557,8
7064,Lost,403,97,0
7065,Lost,504,97,1
7066,Won,1053,255,8
7067,Lost,644,159,3
7068,Won,1077,231,8
7069,Won,431,877,8
7070,Lost,407,93,0
7071,Lost,960,247,7
7072,Lost,464,137,1
7073,Won,637,671,8
7074,Lost,448,153,1
7075,Lost,534,67,1
7076,Lost,488,113,1
7077,Won,1069,239,8
7078,Lost,380,423,3
7079,Lost,551,151,2
7080,Lost,646,157,3
7081,Lost,460,141,1
7082,Lost,482,119,1
7083,Won,547,761,8
7084,Won,997,311,8
7085,Lost,567,135,2
7086,Won,907,401,8
7087,Lost,591,111,2
7088,Won,1089,219,8
7089,Lost,391,109,0
7090,Lost,413,87,0
7091,Won,1069,239,8
7092,Lost,-1110,2317,7
7093,Lost,656,147,3
7094,Won,-63,1371,8
7095,Lost,543,159,2
7096,Won,823,485,8
7097,Won,455,853,8
7098,Lost,571,131,2
7099,Won,179,1129,8
7100,Won,411,897,8
7101,Won,1007,301,8
7102,Won,1069,239,8
7103,Won,391,917,8
7104,Won,-7,1315,8
7105,Lost,428,173,1
7106,Lost,563,139,2
7107,Lost,577,125,2
7108,Lost,703,201,4
7109,Won,573,735,8
7110,Won,47,1261,8
7111,Lost,656,147,3
7112,Won,843,465,8
7113,Won,487,821,8
7114,Won,251,1057,8
7115,Lost,556,247,3
7116,Lost,695,209,4
7117,Won,1043,265,8
7118,Lost,454,147,1
7119,Lost,632,171,3
7120,Won,183,1125,8
7121,Won,913,395,8
7122,Won,1059,249,8
7123,Lost,772,233,5
7124,Won,993,315,8
7125,Won,1079,229,8
7126,Won,-433,1741,8
7127,Won,789,519,8
7128,Won,989,319,8
7129,Won,1017,291,8
7130,Won,1015,293,8
7131,Lost,587,115,2
7132,Won,735,573,8
7133,Won,999,309,8
7134,Won,141,1167,8
7135,Won,-145,1453,8
7136,Lost,555,147,2
7137,Won,185,1123,8
7138,Won,1085,223,8
7139,Won,989,319,8
7140,Won,939,369,8
7141,Lost,488,113,1
7142,Won,461,847,8
7143,Won,939,369,8
7144,Won,559,749,8
7145,Won,743,565,8
7146,Won,653,655,8
7147,Won,521,787,8
7148,Won,1007,301,8
7149,Won,751,557,8
